,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage
480807,ZRXUSDT_15m_orders.xlsx,ZRXUSDT,15m,bearish_divergence_below_ema21,2,1.06,0.4102,07/12/2020 17:45,1607363099999,0.4018,1607411699999,1,2.0
177661,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_below_ema21,2,1.06,6.154,07/12/2020 18:15,1607364899999,6.023,1607415299999,1,2.0
480807,ZRXUSDT_15m_orders.xlsx,ZRXUSDT,15m,bearish_divergence_below_ema21,2,1.06,0.4102,07/12/2020 17:45,1607363099999,0.4018,1607411699999,1,2.0
177661,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_below_ema21,2,1.06,6.154,07/12/2020 18:15,1607364899999,6.023,1607415299999,1,2.0
127051,CTKUSDT_15m_orders.xlsx,CTKUSDT,15m,bearish_divergence_below_ema21,2,4.95,1.22717,08/12/2020 19:45,1607456699999,1.20111,1607459399999,1,2.0
52385,AXSUSDT_15m_orders.xlsx,AXSUSDT,15m,bearish_divergence_below_ema21,2,4.14,0.61731,08/12/2020 20:00,1607457599999,0.60156,1607458499999,1,2.0
402945,THETAUSDT_15m_orders.xlsx,THETAUSDT,15m,bearish_divergence_below_ema21,2,5.17,0.754,09/12/2020 04:15,1607487299999,0.736,1607489999999,1,2.0
77645,BELUSDT_15m_orders.xlsx,BELUSDT,15m,bearish_divergence_below_ema21,2,5.34,1.47437,09/12/2020 05:00,1607489999999,1.429,1607503499999,1,2.0
189447,FLMUSDT_15m_orders.xlsx,FLMUSDT,15m,bearish_divergence_below_ema21,2,5.51,0.211,09/12/2020 08:00,1607500799999,0.2063,1607502599999,1,2.0
163470,EGLDUSDT_15m_orders.xlsx,EGLDUSDT,15m,bearish_divergence_below_ema21,2,3.57,12.9,09/12/2020 08:30,1607502599999,13.397,1607505299999,0,-3.57
189450,FLMUSDT_15m_orders.xlsx,FLMUSDT,15m,bearish_divergence_below_ema21,2,3.55,0.2171,09/12/2020 12:30,1607516999999,0.2118,1607519699999,1,2.0
293910,NEARUSDT_15m_orders.xlsx,NEARUSDT,15m,bearish_divergence_below_ema21,2,3.33,0.9764,09/12/2020 15:45,1607528699999,1.0117,1607534099999,0,-3.33
177667,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_below_ema21,2,1.8,6.006,09/12/2020 16:15,1607530499999,6.156,1607531399999,0,-1.8
7670,AAVEUSDT_15m_orders.xlsx,AAVEUSDT,15m,bearish_divergence_below_ema21,2,2.0,84.772,09/12/2020 23:45,1607557499999,81.0,1607558399999,1,2.0
293912,NEARUSDT_15m_orders.xlsx,NEARUSDT,15m,bearish_divergence_below_ema21,2,2.88,0.9826,09/12/2020 18:30,1607538599999,1.0443,1607559299999,0,-2.88
306013,OCEANUSDT_15m_orders.xlsx,OCEANUSDT,15m,bearish_divergence_below_ema21,2,2.77,0.39584,09/12/2020 21:00,1607547599999,0.38772,1607559299999,1,2.0
213370,HNTUSDT_15m_orders.xlsx,HNTUSDT,15m,bearish_divergence_below_ema21,2,2.45,1.3753,09/12/2020 15:45,1607528699999,1.344,1607562899999,1,2.0
